Calendar Year Employed,Employment Type,Job Title,Division Name,Regular Pay,Overtime Pay,Lump-Sum Pay,Assignment and  Incentive Pay,Skill Pay,Outside Employer Pay,Other Pay,Retirement Contribution,City Paid Deferred Compensation,Health Benefits Average,Cash-in-Lieu of Medical Benefits,Total
2013,Permanent,Swim Instructor/Lifeguard,Community Recreation-Aquatics,$29421.09,$679.22,$527.68,$645.75,$0.00,$0.00,$415.31,$7960.14,$273.52,$13753.35,,$53676.06
2013,Permanent,Community Svs Program Spec,Human Services - Seniors,$28311.09,$1070.38,$716.43,$0.00,$0.00,$0.00,$488.66,$7493.40,$300.04,$13753.35,,$52133.35
2013,Permanent,Community Svs Program Coord,Human Services - VAP,$29800.49,$256.71,$499.15,$796.00,$0.00,$0.00,$416.94,$8098.13,$300.04,$13753.35,,$53920.81
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$14328.80,$22231.95,$728.20,$0.00,$0.00,$0.00,$155.00,$3783.20,,$13753.35,,$54980.50
2013,Permanent,Community Svs Program Spec,Human Services - CREST,$32079.00,$0.00,$24.31,$5.00,$0.00,$0.00,$318.89,$8492.04,,$13753.35,,$54672.59
2013,Permanent,Community Svs Program Spec,Community Recreation-Skate,$37425.48,$402.99,$1002.99,$781.75,$0.00,$0.00,$384.97,$10112.45,$294.06,$13753.35,,$64158.04
2013,Permanent,Staff Assistant II,Community Recreation-Sports,$32275.09,$0.00,$0.00,$925.50,$0.00,$0.00,$331.48,$8787.42,$360.10,$13753.35,,$56432.94
2013,Permanent,Library Page,Reference Services,$10595.13,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,$10595.13
2013,Permanent,Community Relations Coord,Community & Govt Relations-Adm,$56075.62,$0.00,$1878.49,$0.00,$0.00,$0.00,$4.79,$14842.15,,$13753.35,,$86554.40
2013,Permanent,Cultural Affairs Coord,Cultural Affairs,$29800.46,$31883.20,$199.66,$552.00,$0.00,$0.00,$724.53,$8033.18,,$13753.35,,$84946.38
2013,Permanent,Deputy City Attorney III,City Attorney,$75238.40,$0.00,$0.00,$0.00,$0.00,$0.00,$3.68,$19900.18,,$13753.35,,$108895.61
2013,Permanent,Facilities Attendant,Beach House Maintenance,$18038.19,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3214.77,,,,$21252.96
2013,Permanent,Community & Cult Svs Leader,Human Services - CREST,$18557.04,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3306.56,,,,$21863.60
2013,Permanent,Community & Cult Svs Leader,Human Services - CREST,$10825.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,$10825.12
2013,Permanent,Community & Cult Svs Leader,Human Services - CREST,$16896.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,$16896.02
2013,Permanent,Asst Admin Analyst,Budget,$57085.64,$713.29,$245.22,$10.33,$0.00,$0.00,$566.11,$15106.14,$115.40,$13753.35,,$87595.47
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$6398.80,$2314.95,$1505.60,$0.00,$0.00,$0.00,$96.28,$1692.78,,$13753.35,,$25761.76
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$6920.80,$9399.03,$463.40,$0.00,$0.00,$0.00,$4.00,$1837.07,,$13753.35,,$32377.65
2013,Permanent,Librarian I,Public and Branch Services,$32526.95,$0.00,$3835.53,$0.00,$0.00,$0.00,$130.00,$8609.45,,$13753.35,,$58855.28
2013,Permanent,Librarian I,Public and Branch Services,$32526.99,$0.00,$873.27,$0.00,$0.00,$0.00,$0.00,$8609.46,,$13753.35,,$55763.07
2013,Permanent,Community Svs Program Coord,Human Services - PAL,$37856.08,$4029.31,$145.45,$358.00,$0.00,$0.00,$2803.62,$10115.44,$450.06,$13753.35,,$69511.31
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$19377.60,$29124.44,$150.56,$806.90,$0.00,$0.00,$144.28,$5150.48,,$13753.35,,$68507.61
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$3509.24,$1160.47,$193.56,$0.00,$0.00,$0.00,$8.00,$917.56,,$13753.35,,$19542.18
2013,Permanent,Farmers' Market Coordinator I,Farmers Market,$17774.48,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$710.94,,,,$18485.42
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$17860.00,$36639.41,$0.00,$1144.92,$0.00,$0.00,$290.00,$3187.83,,$13753.35,,$72875.51
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$4322.85,$5270.22,$516.16,$0.00,$0.00,$0.00,$41.00,$756.80,$0.00,$1141.46,$450.00,$12498.49
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$17860.00,$32819.62,$0.00,$1267.54,$0.00,$0.00,$140.52,$3199.13,,$13753.35,,$69040.16
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$17242.08,$21812.95,$0.00,$363.84,$0.00,$0.00,$66.00,$3075.38,,$13753.35,,$56313.60
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$7097.20,$10159.48,$645.20,$0.00,$0.00,$0.00,$127.52,$1253.80,$0.00,$1141.46,$750.00,$21174.66
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$17860.00,$31351.87,$0.00,$924.23,$0.00,$0.00,$140.52,$3199.13,,$13753.35,,$67229.10
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10676.99,$16151.09,$926.80,$0.00,$0.00,$0.00,$41.00,$1880.67,,$13753.35,,$43429.90
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$17860.00,$28408.71,$0.00,$879.15,$0.00,$0.00,$112.00,$3187.83,,$13753.35,,$64201.04
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$17860.00,$30959.00,$0.00,$1156.92,$0.00,$0.00,$167.52,$3199.13,,$13753.35,,$67095.92
2013,Permanent,Sr Development Analyst,Housing,$29535.76,$0.00,$1898.72,$0.00,$0.00,$0.00,$100.00,$5170.83,,$13753.35,,$50458.65
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$14990.80,$22464.17,$926.80,$0.00,$0.00,$0.00,$190.52,$2676.96,,$13753.35,,$55002.60
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$6193.92,$8025.15,$387.12,$0.00,$0.00,$0.00,$118.52,$1095.67,,$13753.35,,$29573.72
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16976.80,$26364.57,$0.00,$0.00,$0.00,$0.00,$188.52,$3038.40,,$13753.35,,$60321.63
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$1935.60,$2167.22,$258.08,$0.00,$0.00,$0.00,$4.00,$338.87,,$13753.35,,$18457.11
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16976.80,$29272.61,$0.00,$0.00,$0.00,$0.00,$672.52,$3038.40,,$13753.35,,$63713.67
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16910.60,$30368.09,$0.00,$0.00,$0.00,$0.00,$153.52,$3026.35,,$13753.35,,$64211.91
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16976.80,$28029.00,$0.00,$0.00,$0.00,$0.00,$158.52,$3038.40,,$13753.35,,$61956.06
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$5653.89,$5259.25,$193.56,$0.00,$0.00,$0.00,$16.00,$989.83,,$13753.35,,$25865.87
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16976.80,$29905.26,$0.00,$0.00,$0.00,$0.00,$207.52,$3038.40,,$13753.35,,$63881.32
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16976.80,$27598.59,$0.00,$0.00,$0.00,$0.00,$184.52,$3038.40,$0.00,$13753.35,,$61551.65
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16712.00,$26395.10,$0.00,$0.00,$0.00,$0.00,$166.52,$2990.21,,$13753.35,,$60017.17
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16976.80,$26619.83,$0.00,$0.00,$0.00,$0.00,$93.52,$3038.40,,$13753.35,,$60481.89
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$5161.60,$7675.29,$387.12,$0.00,$0.00,$0.00,$93.52,$914.94,,$13753.35,,$27985.81
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16098.76,$23631.78,$0.00,$87.62,$0.00,$0.00,$126.52,$2884.22,,$13753.35,,$56582.25
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$11790.60,$17384.47,$662.00,$112.24,$0.00,$0.00,$151.52,$2096.60,,$1141.46,,$33338.89
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16681.12,$27925.83,$0.00,$82.16,$0.00,$0.00,$164.52,$2986.63,,$13753.35,,$61593.61
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16681.12,$28027.07,$0.00,$116.46,$0.00,$0.00,$129.52,$2986.63,,$13753.35,,$61694.15
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$552.80,$331.68,$55.28,$0.00,$0.00,$0.00,$0.00,$96.78,,$13753.35,,$14789.89
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$16552.08,$27091.05,$0.00,$93.40,$0.00,$0.00,$117.52,$2964.04,,$13753.35,,$60571.44
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10892.80,$18748.27,$0.00,$0.00,$0.00,$0.00,$65.00,$1961.97,$0.00,$13753.35,,$45421.39
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$9105.40,$13629.00,$0.00,$0.00,$0.00,$0.00,$45.00,$1636.68,$0.00,$1141.46,$1050.00,$26607.54
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$7582.80,$10965.05,$463.40,$0.00,$0.00,$0.00,$37.00,$1359.59,,$13753.35,,$34161.19
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$8906.80,$11896.15,$529.60,$0.00,$0.00,$0.00,$4.00,$1600.54,,,,$22937.09
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10892.80,$19179.34,$0.00,$0.00,$0.00,$0.00,$44.00,$1961.97,,,,$32078.11
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10892.80,$19865.01,$0.00,$0.00,$1.29,$0.00,$48.00,$1962.20,,$13753.35,,$46522.65
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$663.36,$552.80,$55.28,$0.00,$0.00,$0.00,$0.00,$116.13,,,,$1387.57
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10892.80,$18523.62,$0.00,$0.00,$0.00,$0.00,$32.00,$1961.97,,$13753.35,,$45163.74
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10828.12,$17849.39,$0.00,$142.25,$0.00,$0.00,$49.00,$1951.48,,$13753.35,,$44573.59
2013,Permanent,Staff Assistant - CAO,City Attorney,$13347.58,$1152.76,$0.00,$0.00,$175.00,$0.00,$289.31,$2437.71,,$13753.35,,$31155.71
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10247.60,$17748.65,$0.00,$0.00,$0.00,$0.00,$8.00,$1849.02,,$13753.35,,$43606.62
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10247.60,$19448.29,$0.00,$0.00,$0.00,$0.00,$50.00,$1849.02,,$13753.35,,$45348.26
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1934.80,$1881.32,$110.56,$0.00,$0.00,$0.00,$0.00,$338.73,,$13753.35,,$18018.75
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$10181.40,$17794.78,$0.00,$0.00,$0.00,$0.00,$12.00,$1836.97,,$13753.35,,$43578.50
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$9916.60,$16942.67,$0.00,$0.00,$0.00,$0.00,$8.00,$1788.78,,$13753.35,,$42409.40
2013,Permanent,Funeral Services Technician,Cemetery,$6719.53,$461.97,$0.00,$1690.39,$0.00,$0.00,$88.45,$1222.89,,$13753.35,,$23936.58
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Motor Coach Operator Trainee,Transit Operations - MCO,$1126.40,$901.12,$0.00,$0.00,$0.00,$0.00,$0.00,$204.99,,$13753.35,,$15985.86
2013,Permanent,Budget Office Coordinator,Rent Control - Hearings,$117838.62,$1181.45,$6986.17,$223.42,$0.00,$0.00,$8312.81,$32758.21,$6174.16,$13753.35,,$187228.19
2013,Permanent,Permit Specialist,Civil Engineering,$66956.41,$0.00,$1153.52,$0.00,$0.00,$0.00,$704.24,$17722.09,$600.08,$13753.35,,$100889.69
2013,Permanent,Dir of Community/Cultural Svs,CCS -Admin & Planning Services,$210654.81,$0.00,$14443.28,$0.00,$0.00,$0.00,$4.79,$55757.60,,$13753.35,,$294613.83
2013,Permanent,Pr Planner,City Planning/Developmt Review,$137611.80,$0.00,$10010.08,$0.00,$0.00,$0.00,$103.48,$36423.22,,$13753.35,,$197901.93
2013,Permanent,Staff Assistant III,Transit Operations,$59589.01,$0.00,$2908.77,$0.00,$0.00,$0.00,$629.82,$15772.07,$600.08,$13753.35,,$93253.10
2013,Permanent,Video Production Coord II,Community & Govt Relations-Cbl,$68514.31,$0.00,$0.00,$0.00,$0.00,$0.00,$682.73,$18190.93,$461.60,$13753.35,,$101602.92
2013,Permanent,Deputy City Attorney III,City Attorney,$41340.36,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10900.66,,,,$52241.02
2013,Permanent,Legal Admin Staff Asst,City Attorney,$102374.62,$0.00,$7422.34,$0.00,$1200.00,$0.00,$1112.28,$27413.84,,$13753.35,,$153276.43
2013,Permanent,Police Records Technician,Police Administrative Services,$60385.21,$0.00,$0.00,$75.00,$0.00,$0.00,$1204.51,$16161.04,,$13753.35,,$91579.11
2013,Permanent,Council Office Coordinator,City Council,$98099.97,$0.00,$4729.84,$121.80,$600.00,$0.00,$100.00,$26109.63,,$13753.35,,$143514.59
2013,Permanent,Sr Sustainability Analyst,Office of Sustain/ Environment,$106123.42,$0.00,$6906.97,$0.00,$600.00,$0.00,$287.48,$28247.46,,$13753.35,,$155918.68
2013,Permanent,Deputy City Manager-Spec Proj,Community & Govt Relations-Adm,$181627.69,$0.00,$12516.37,$0.00,$0.00,$0.00,$3.68,$48073.40,,$13753.35,,$255974.48
2013,Permanent,Police Officer,Criminal Investigations,$93667.35,$21426.80,$0.00,$25418.47,$0.00,$150.00,$6370.04,$58863.85,,$13753.35,,$219649.86
2013,Permanent,Water Chemist,Water Resources-Water,$102290.47,$0.00,$7440.69,$0.00,$0.00,$0.00,$202.43,$27126.59,,$13753.35,,$150813.53
2013,Permanent,Asst Director-Cmty & Cult Svcs,CCS -Admin & Planning Services,$180962.97,$0.00,$692.82,$0.00,$0.00,$0.00,$4.79,$47897.45,,$13753.35,,$243311.38
2013,Permanent,Pier & Harbor Services Officer,Harbor Unit,$81519.19,$16824.45,$2340.69,$60.00,$2700.00,$300.00,$2687.78,$22464.84,$600.08,$13753.35,,$143250.38
2013,Permanent,Hearing Investigator,Rent Control - Hearings,$84068.71,$35.19,$235.00,$0.00,$0.00,$0.00,$2400.06,$22250.15,$2700.10,$13753.35,,$125442.56
2013,Permanent,Communications Engineer,Systems & Networks,$116372.12,$0.00,$8019.42,$0.00,$0.00,$0.00,$100.00,$30801.49,,$13753.35,,$169046.38
2013,Permanent,Asst City Attorney,City Attorney,$264373.43,$0.00,$19230.92,$26437.26,$0.00,$0.00,$4.79,$76972.05,,$13753.35,,$400771.80
2013,Permanent,Transportation Management Spec,Transp Engineering & Mgmt,$82628.37,$949.02,$0.00,$0.00,$0.00,$0.00,$1267.81,$21870.16,$600.08,$13753.35,,$121068.79
2013,Permanent,Resource Rec and Recyc Manager,Resource Recovery & Recycling,$156623.85,$0.00,$11392.98,$0.00,$0.00,$0.00,$4.79,$41455.35,,$13753.35,,$223230.32
2013,Permanent,Systems Analyst,Software Systems,$112692.18,$0.00,$7766.03,$0.00,$0.00,$0.00,$104.79,$29827.47,,$13753.35,,$164143.82
2013,Permanent,Dir of Finance(Contr/Ci Treas),Finance - Administration,$195010.13,$0.00,$6373.25,$374.67,$0.00,$0.00,$100.00,$51652.72,$0.00,$1141.46,$1800.00,$256452.23
2013,Permanent,Admin Services Officer,Beach (415 PCH),$60813.67,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$16103.11,,,,$76926.78
2013,Permanent,Supervising Civil Engineer,Civil Engineering,$142580.58,$0.00,$9992.54,$0.00,$0.00,$0.00,$103.48,$37757.69,,$13753.35,,$204187.64
2013,Permanent,Fire Engineer - Suppression,Fire Suppression & Rescue,$109292.23,$25488.82,$0.00,$22754.66,$6243.68,$2753.50,$1259.96,$54051.02,,$13753.35,,$235597.22
2013,Permanent,Revenue Operations Asst I,Parking Operations,$53115.92,$0.00,$2389.40,$0.00,$0.00,$0.00,$1027.12,$14058.77,$600.08,$13753.35,,$84944.64
2013,Permanent,Information Analyst,Rent Control - Public Info,$84068.73,$0.00,$0.00,$0.00,$0.00,$0.00,$2413.06,$22250.16,$2700.10,$13753.35,,$125185.39
2013,Permanent,Library Assistant III,Reference Services,$53751.62,$0.00,$16021.16,$0.00,$0.00,$0.00,$158.76,$14178.06,$484.68,$13753.35,,$98347.62
2013,Permanent,Associate Planner,City Planning/Developmt Review,$101024.75,$0.00,$7348.62,$0.00,$600.00,$0.00,$206.79,$26897.94,,$13753.35,,$149831.45
2013,Permanent,Police Personnel Services Tech,Police Administrative Services,$66956.43,$9084.93,$3332.40,$0.00,$0.00,$0.00,$833.01,$17722.10,$600.08,$13753.35,,$112282.29
2013,Permanent,Pr Planner,Strategic & Transp Planning,$137611.85,$0.00,$3161.08,$0.00,$0.00,$0.00,$4.79,$36423.24,,$13753.35,,$190954.30
2013,Permanent,Housing Specialist,Housing Services,$81180.37,$1048.96,$2447.55,$0.00,$0.00,$0.00,$949.35,$21486.90,,$13753.35,,$120866.47
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$56582.40,$13757.81,$0.00,$0.00,$0.00,$0.00,$925.75,$15217.16,,$13753.35,,$100236.47
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$56582.40,$54046.58,$3225.60,$0.00,$0.00,$0.00,$1370.08,$15217.16,,$13753.35,,$144195.17
2013,Permanent,Civil Engineer,Water Resources-Water,$92077.88,$0.00,$3053.73,$0.00,$0.00,$0.00,$31.87,$24238.86,,$13753.35,,$133155.69
2013,Permanent,Sr Revenue Collections Asst,Business & Revenue Operations,$62650.85,$1936.76,$3005.40,$0.00,$0.00,$0.00,$689.54,$16585.93,$600.08,$13753.35,,$99221.90
2013,Permanent,Library Assistant II,Reference Services,$58722.35,$210.76,$449.63,$368.00,$1200.00,$0.00,$616.49,$15957.30,$600.08,$13753.35,,$91877.96
2013,Permanent,Park Ranger,Police - Operations,$56756.62,$3626.04,$2824.80,$1706.00,$0.00,$0.00,$1264.91,$15632.73,,$13753.35,,$95564.45
2013,Permanent,Farmers' Market Supervisor,Farmers Market,$90908.20,$0.00,$6264.83,$0.00,$0.00,$0.00,$41.84,$24061.66,,$13753.35,,$135029.88
2013,Permanent,Custodian I,Custodial Services,$46220.30,$609.36,$0.00,$0.00,$0.00,$0.00,$1084.45,$12391.26,$419.90,$13753.35,,$74478.62
2013,Permanent,Motor Coach Cleaner,Transit Maintenance - Cleaners,$50783.94,$4857.44,$195.32,$1836.69,$0.00,$0.00,$830.06,$13994.00,$600.08,$13753.35,,$86850.88
2013,Permanent,Police Lieutenant,Police - Operations,$135647.54,$0.00,$6155.45,$51976.12,$0.00,$0.00,$8769.58,$95023.02,,$13753.35,,$311325.06
2013,Permanent,Water Prod & Treatment Admin,Water Resources-Water,$137190.91,$0.00,$9979.38,$0.00,$0.00,$0.00,$133.60,$36346.39,,$13753.35,,$197403.63
2013,Permanent,Associate Planner,City Planning/Developmt Review,$101024.75,$0.00,$7348.62,$0.00,$0.00,$0.00,$35.34,$26739.33,$0.00,$1141.46,$1800.00,$138089.50
2013,Permanent,Police Sergeant,Police Administrative Services,$130622.81,$22282.83,$5492.01,$34828.05,$0.00,$0.00,$12613.12,$81884.63,,$13753.35,,$301476.80
2013,Permanent,Web Developer,Web Development,$112692.23,$0.00,$7766.03,$0.00,$0.00,$0.00,$0.00,$29827.48,$0.00,$1141.46,$1800.00,$153227.20
2013,Permanent,Revenue Operations Asst II,Business & Revenue Operations,$60385.25,$173.38,$2904.25,$0.00,$0.00,$0.00,$1112.38,$15982.83,$600.08,$13753.35,,$94911.51
2013,Permanent,Police Officer,Police - Operations,$93667.44,$632.94,$0.00,$20964.74,$0.00,$0.00,$6370.04,$58863.91,,$13753.35,,$194252.42
2013,Permanent,Disbursements Supervisor,Financial Operations,$64200.77,$0.00,$29502.00,$0.00,$0.00,$0.00,$4.79,$16991.70,,,,$110699.26
2013,Permanent,Energy & Green Bldgs Pgm Admin,Office of Sustain/ Environment,$64027.67,$0.00,$30973.47,$0.00,$0.00,$0.00,$289.47,$16743.11,,$13753.35,,$125787.06
2013,Permanent,Communications Oper-Police,Police - Operations,$69897.16,$13698.16,$2082.26,$935.01,$1200.00,$0.00,$1511.09,$19193.90,,$13753.35,,$122270.93
2013,Permanent,Network Engineer,Systems & Networks,$116372.15,$0.00,$8019.42,$0.00,$0.00,$0.00,$3.48,$30801.50,,$13753.35,,$168949.90
2013,Permanent,Deputy City Attorney III,City Attorney,$218767.32,$0.00,$16751.07,$10938.39,$0.00,$0.00,$10599.59,$63642.26,,$13753.35,,$334451.98
2013,Permanent,Street Services Worker II,Street Maintenance,$63828.01,$1530.49,$2945.91,$0.00,$0.00,$0.00,$1085.86,$16972.02,$600.08,$13753.35,,$100715.72
2013,Permanent,Custodian I,Custodial Services,$51815.97,$912.71,$2584.24,$184.00,$0.00,$0.00,$660.81,$13746.36,$600.08,$13753.35,,$84257.52
2013,Permanent,Lead Water Chemist,Water Resources-Water,$107413.14,$0.00,$7813.38,$0.00,$0.00,$0.00,$201.12,$28482.46,,$13753.35,,$157663.45
2013,Permanent,Environmental Compliance Spec,Fire Prevention,$82628.41,$711.76,$4112.40,$0.00,$0.00,$0.00,$1600.50,$22028.78,$600.08,$13753.35,,$125435.28
2013,Permanent,Legal Assistant,City Attorney,$90932.24,$0.00,$7180.35,$0.00,$0.00,$0.00,$972.43,$24068.03,,$13753.35,,$136906.40
2013,Permanent,Underground Utilities Locator,Water Resources-Water,$69659.97,$0.00,$3483.00,$0.00,$0.00,$0.00,$1033.03,$18488.72,$600.08,$13753.35,,$107018.15
2013,Permanent,Community Svs Pgm Supv-Cmty Sp,Community Recreation-Sports,$74030.59,$0.00,$0.00,$256.50,$0.00,$0.00,$4.79,$19662.36,,$13753.35,,$107707.59
2013,Permanent,Youth Services Counselor,Criminal Investigations,$92718.08,$2229.66,$3993.40,$0.00,$0.00,$0.00,$996.46,$24540.71,$600.08,$13753.35,,$138831.74
2013,Permanent,Sr Admin Analyst-Water Resourc,Water Resources-Water,$52028.31,$0.00,$7045.50,$0.00,$0.00,$0.00,$4.79,$13603.84,,$13753.35,,$86435.79
2013,Permanent,Fire Captain - Suppression,Fire Suppression & Rescue,$128931.73,$75196.97,$5669.83,$37433.73,$6243.68,$6867.99,$1263.44,$68312.98,,$13753.35,,$343673.70
2013,Permanent,Custodian I,Custodial Services,$46943.93,$609.36,$1715.26,$1650.25,$0.00,$0.00,$1119.06,$13019.29,$600.08,$13753.35,,$79410.58
2013,Permanent,Safety Officer,Risk Management,$81053.67,$0.00,$33345.78,$0.00,$0.00,$0.00,$377.96,$21336.81,,$13753.35,,$149867.57
2013,Permanent,Rent Control Administrator,Rent Control - Administration,$196136.63,$0.00,$10414.71,$3135.69,$0.00,$0.00,$1.16,$52713.47,,$13753.35,,$276155.01
2013,Permanent,Pr Planner,City Planning/Developmt Review,$137611.84,$0.00,$8956.38,$0.00,$600.00,$0.00,$4.79,$36581.84,,$13753.35,,$197508.20
2013,Permanent,Fiscal Staff Asst II,Financial Operations,$60385.29,$0.00,$3005.40,$0.00,$0.00,$0.00,$638.87,$15982.84,$600.08,$13753.35,,$94365.82
2013,Permanent,Groundskeeper,Park Maintenance,$53040.05,$1530.00,$2142.00,$0.00,$0.00,$0.00,$1353.66,$14196.40,$600.08,$13753.35,,$86615.53
2013,Permanent,Community Recreation Mgr,Community Recreation-Admin,$147556.40,$0.00,$5649.22,$0.00,$0.00,$0.00,$4.79,$39055.36,,$13753.35,,$206019.12
2013,Permanent,Police Officer,Police Administrative Services,$93667.33,$28689.16,$4264.06,$27826.78,$0.00,$150.00,$6370.04,$58863.84,,$13753.35,,$233584.56
2013,Permanent,Admin Staff Assistant,Water Resources-Water,$2608.61,$0.00,$4771.81,$0.00,$0.00,$0.00,$73.80,$682.07,$23.08,,,$8159.37
2013,Permanent,Sr Admin Analyst-Community Use,Community Events,$116720.87,$0.00,$6094.38,$0.00,$0.00,$0.00,$1.84,$30893.79,,$13753.35,,$167464.23
2013,Permanent,Water Maintenance Worker,Water Resources-Water,$56535.27,$0.00,$12385.98,$0.00,$0.00,$0.00,$899.82,$15002.76,$577.00,$13753.35,,$99154.18
2013,Permanent,Librarian I,Public and Branch Services,$13547.47,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2419.53,,,,$15967.00
2013,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$58788.07,$2915.00,$197.84,$-315.87,$0.00,$0.00,$1791.55,$15828.69,$600.08,$13753.35,,$93558.71
2013,Permanent,Communications Oper-Police,Police - Operations,$20214.49,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9785.39,,,,$29999.88
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$53525.02,$26471.76,$645.12,$0.00,$0.00,$0.00,$753.04,$14353.89,,$13753.35,,$109502.18
2013,Permanent,Equipment Operator I,Resource Recovery & Recycling,$55991.97,$2274.67,$531.65,$0.00,$0.00,$0.00,$1300.97,$14981.60,,$13753.35,,$88834.20
2013,Permanent,Pr Civil Engineer,Civil Engineering,$151669.42,$0.00,$11032.57,$0.00,$600.00,$0.00,$4.79,$40144.01,,$13753.35,,$217204.14
2013,Permanent,Police Officer,Criminal Investigations,$93667.37,$31991.19,$1332.52,$27907.34,$0.00,$150.00,$6370.04,$58863.86,,$13753.35,,$234035.67
2013,Permanent,Deputy City Attorney III,City Attorney,$218767.32,$0.00,$16751.07,$0.00,$0.00,$0.00,$11846.32,$61082.04,,$13753.35,,$322200.10
