HydrantID,ValveID,Valve Angle,Longitude,Latitude,Location 1
588,11-221,180,-118.49325361,34.03388386,"(34.03388386, -118.49325361)"
589,11-216,180,-118.49230642,34.03465301,"(34.03465301, -118.49230642)"
590,11-212,180,-118.49146149,34.03534121,"(34.03534121, -118.49146149)"
591,12-13,360,-118.49079967,34.03299586,"(34.03299586, -118.49079967)"
592,12-20,1,-118.48889736,34.03454018,"(34.03454018, -118.48889736)"
593,12-29,0,-118.48794524,34.03531314,"(34.03531314, -118.48794524)"
608,12-53,360,-118.48923927,34.03163087,"(34.03163087, -118.48923927)"
610,12-45,0,-118.48764789,34.03292396,"(34.03292396, -118.48764789)"
611,12-42,359,-118.48712994,34.03334382,"(34.03334382, -118.48712994)"
612,12-39,0,-118.48617819,34.03411002,"(34.03411002, -118.48617819)"
613,19-85,0,-118.48541131,34.03472852,"(34.03472852, -118.48541131)"
614,12-98,90,-118.4855247,34.03194146,"(34.03194146, -118.48552470)"
615,12-147,90,-118.48388833,34.03055274,"(34.03055274, -118.48388833)"
616,13-13,90,-118.482586,34.02944123,"(34.02944123, -118.48258600)"
617,12-92,90,-118.48671008,34.03135282,"(34.03135282, -118.48671008)"
618,12-103,360,-118.48482324,34.03262988,"(34.03262988, -118.48482324)"
619,12-83,359,-118.48744888,34.03050567,"(34.03050567, -118.48744888)"
620,12-131,180,-118.48694048,34.02849497,"(34.02849497, -118.48694048)"
621,12-127,180,-118.48599587,34.02925968,"(34.02925968, -118.48599587)"
622,12-123,180,-118.48506449,34.03002359,"(34.03002359, -118.48506449)"
623,13-19,90,-118.48279384,34.02872069,"(34.02872069, -118.48279384)"
624,13-30,180,-118.48533253,34.02711756,"(34.02711756, -118.48533253)"
625,13-25,180,-118.48438341,34.02788447,"(34.02788447, -118.48438341)"
626,13-20,180,-118.48343834,34.02865361,"(34.02865361, -118.48343834)"
627,12-120,180,-118.48413941,34.03077434,"(34.03077434, -118.48413941)"
628,12-118,179,-118.48337167,34.0313923,"(34.03139230, -118.48337167)"
629,13-64,90,-118.48066448,34.02937592,"(34.02937592, -118.48066448)"
630,13-4,180,-118.48155726,34.03017213,"(34.03017213, -118.48155726)"
631,19-205,90,-118.48207362,34.03200208,"(34.03200208, -118.48207362)"
638,13-60,360,-118.47943896,34.02902019,"(34.02902019, -118.47943896)"
639,18-90,180,-118.47932509,34.0293793,"(34.02937930, -118.47932509)"
640,13-66,180,-118.4802169,34.02865891,"(34.02865891, -118.48021690)"
641,13-67,0,-118.48006896,34.02851228,"(34.02851228, -118.48006896)"
642,13-69,180,-118.48092872,34.02807926,"(34.02807926, -118.48092872)"
643,13-76,180,-118.48184354,34.02733663,"(34.02733663, -118.48184354)"
644,13-79,180,-118.48283495,34.02653756,"(34.02653756, -118.48283495)"
645,13-53,0,-118.48288909,34.02622304,"(34.02622304, -118.48288909)"
646,13-126,270,-118.47844982,34.02487063,"(34.02487063, -118.47844982)"
647,13-104,0,-118.47920405,34.02660291,"(34.02660291, -118.47920405)"
648,13-122,180,-118.47780549,34.02539722,"(34.02539722, -118.47780549)"
649,13-108,0,-118.47826013,34.02736913,"(34.02736913, -118.47826013)"
650,13-119,180,-118.4768317,34.02618,"(34.02618000, -118.47683170)"
652,14-62,90,-118.47453883,34.02412371,"(34.02412371, -118.47453883)"
654,14-56,270,-118.47569347,34.02330281,"(34.02330281, -118.47569347)"
655,14-51,0,-118.4765322,34.02271792,"(34.02271792, -118.47653220)"
656,14-18,270,-118.47698663,34.02275957,"(34.02275957, -118.47698663)"
657,13-131,180,-118.47969717,34.0238597,"(34.02385970, -118.47969717)"
658,13-142,270,-118.479706,34.0235474,"(34.02354740, -118.47970600)"
659,14-45,0,-118.47773589,34.02174082,"(34.02174082, -118.47773589)"
661,14-23A,180,-118.47861026,34.02198374,"(34.02198374, -118.47861026)"
662,13-82,180,-118.48377692,34.0257633,"(34.02576330, -118.48377692)"
663,13-129,0,-118.47892078,34.02422516,"(34.02422516, -118.47892078)"
664,13-134,180,-118.48064989,34.02309012,"(34.02309012, -118.48064989)"
665,13-116,180,-118.4761388,34.02674243,"(34.02674243, -118.47613880)"
680,14-140,90,-118.47308682,34.02129962,"(34.02129962, -118.47308682)"
681,14-148,180,-118.47205952,34.02207348,"(34.02207348, -118.47205952)"
685,14-150,90,-118.47118097,34.02124877,"(34.02124877, -118.47118097)"
686,14-74,0,-118.47439096,34.02211322,"(34.02211322, -118.47439096)"
687,14-80,0,-118.4753154,34.02136083,"(34.02136083, -118.47531540)"
688,14-133,180,-118.47398496,34.02052403,"(34.02052403, -118.47398496)"
697,15-168,81,-118.46585225,34.0152879,"(34.01528790, -118.46585225)"
698,15-155,171,-118.46800941,34.01522393,"(34.01522393, -118.46800941)"
699,15-157,81,-118.46690247,34.01485297,"(34.01485297, -118.46690247)"
700,15-161,81,-118.46612783,34.0139269,"(34.01392690, -118.46612783)"
701,15-153,84,-118.46881724,34.01449882,"(34.01449882, -118.46881724)"
702,15-148,81,-118.46811187,34.01381766,"(34.01381766, -118.46811187)"
703,15-140,109,-118.46562612,34.01334528,"(34.01334528, -118.46562612)"
704,15-136,81,-118.4644358,34.01375858,"(34.01375858, -118.46443580)"
705,15-62,34,-118.46382994,34.00862589,"(34.00862589, -118.46382994)"
706,15-72,321,-118.46261568,34.00893699,"(34.00893699, -118.46261568)"
707,15-128,261,-118.46621443,34.01170468,"(34.01170468, -118.46621443)"
708,15-110,261,-118.46545318,34.01094791,"(34.01094791, -118.46545318)"
709,15-108,260,-118.46467701,34.01018954,"(34.01018954, -118.46467701)"
710,15-89,261,-118.46391603,34.00944276,"(34.00944276, -118.46391603)"
711,15-85,80,-118.46226341,34.01015207,"(34.01015207, -118.46226341)"
712,15-104,81,-118.4629482,34.01096302,"(34.01096302, -118.46294820)"
713,15-115,81,-118.46362819,34.01177007,"(34.01177007, -118.46362819)"
714,15-131,351,-118.46660974,34.01248395,"(34.01248395, -118.46660974)"
715,15-138,351,-118.46346328,34.01431352,"(34.01431352, -118.46346328)"
716,16-1,350,-118.46260164,34.01481301,"(34.01481301, -118.46260164)"
717,16-87,351,-118.46308483,34.01513925,"(34.01513925, -118.46308483)"
730,16-18,260,-118.45797547,34.0104646,"(34.01046460, -118.45797547)"
731,16-22,256,-118.45718406,34.00952629,"(34.00952629, -118.45718406)"
732,15-76,81,-118.46004826,34.01020241,"(34.01020241, -118.46004826)"
733,15-55,80,-118.4593683,34.00939889,"(34.00939889, -118.45936830)"
734,15-51,78,-118.45877442,34.00869403,"(34.00869403, -118.45877442)"
735,15-74,80,-118.46157637,34.00934065,"(34.00934065, -118.46157637)"
736,15-57,80,-118.46090015,34.00853525,"(34.00853525, -118.46090015)"
737,15-47,171,-118.46047326,34.00773944,"(34.00773944, -118.46047326)"
738,15-61,323,-118.46262226,34.0082066,"(34.00820660, -118.46262226)"
739,15-42,324,-118.46264597,34.0075515,"(34.00755150, -118.46264597)"
740,16-17A,351,-118.45931622,34.01069485,"(34.01069485, -118.45931622)"
745,20-9,270,-118.49698928,34.04605431,"(34.04605431, -118.49698928)"
746,20-5,0,-118.49621184,34.04680455,"(34.04680455, -118.49621184)"
747,20-34,269,-118.49665592,34.0451807,"(34.04518070, -118.49665592)"
748,20-80,360,-118.49541276,34.04437704,"(34.04437704, -118.49541276)"
749,20-86,270,-118.49497403,34.04373988,"(34.04373988, -118.49497403)"
750,20-117,180,-118.49318246,34.04246628,"(34.04246628, -118.49318246)"
751,20-41,269,-118.49569912,34.04586389,"(34.04586389, -118.49569912)"
752,20-108,180,-118.49227425,34.04316442,"(34.04316442, -118.49227425)"
753,20-77,360,-118.49416789,34.04481939,"(34.04481939, -118.49416789)"
758,20-150,0,-118.4911248,34.0407095,"(34.04070950, -118.49112480)"
759,20-157,1,-118.48952724,34.03901462,"(34.03901462, -118.48952724)"
760,20-202,179,-118.48860008,34.0376578,"(34.03765780, -118.48860008)"
761,20-145,0,-118.49023477,34.04143381,"(34.04143381, -118.49023477)"
762,20-165,360,-118.48861541,34.03975277,"(34.03975277, -118.48861541)"
763,20-207,180,-118.48762089,34.03845303,"(34.03845303, -118.48762089)"
764,19-41,0,-118.48605596,34.03684108,"(34.03684108, -118.48605596)"
765,19-45,0,-118.48511218,34.03761104,"(34.03761104, -118.48511218)"
766,19-50,0,-118.48416173,34.03838446,"(34.03838446, -118.48416173)"
767,19-56,0,-118.48303699,34.03929742,"(34.03929742, -118.48303699)"
778,18-51,180,-118.48067845,34.03088248,"(34.03088248, -118.48067845)"
779,19-203,180,-118.48221994,34.03232147,"(34.03232147, -118.48221994)"
780,19-205A,268,-118.47980011,34.03388419,"(34.03388419, -118.47980011)"
781,19-146,270,-118.48145889,34.03529725,"(34.03529725, -118.48145889)"
782,19-129,90,-118.48464537,34.03431101,"(34.03431101, -118.48464537)"
783,19-134,0,-118.48365934,34.03357052,"(34.03357052, -118.48365934)"
784,19-139,0,-118.48293208,34.03416121,"(34.03416121, -118.48293208)"
785,19-142,0,-118.48213712,34.03480267,"(34.03480267, -118.48213712)"
786,19-199,180,-118.48148233,34.03291842,"(34.03291842, -118.48148233)"
787,19-198,180,-118.480691,34.03356204,"(34.03356204, -118.48069100)"
788,19-102,180,-118.4844663,34.03579037,"(34.03579037, -118.48446630)"
789,19-98,180,-118.4835315,34.03655494,"(34.03655494, -118.48353150)"
790,19-90,90,-118.48163604,34.03808529,"(34.03808529, -118.48163604)"
791,19-94,180,-118.48258101,34.03733031,"(34.03733031, -118.48258101)"
792,19-151,269,-118.48065068,34.0359425,"(34.03594250, -118.48065068)"
793,19-194,180,-118.47989501,34.03420482,"(34.03420482, -118.47989501)"
794,19-190,180,-118.47907952,34.03486659,"(34.03486659, -118.47907952)"
795,19-189,180,-118.47827153,34.03552256,"(34.03552256, -118.47827153)"
796,19-188,180,-118.47767181,34.03600931,"(34.03600931, -118.47767181)"
797,19-157,90,-118.47973713,34.03669932,"(34.03669932, -118.47973713)"
798,19-206A,269,-118.47825129,34.0351985,"(34.03519850, -118.47825129)"
799,19-206,90,-118.47887934,34.03463607,"(34.03463607, -118.47887934)"
800,18-75,89,-118.47656042,34.0326587,"(34.03265870, -118.47656042)"
801,18-28,180,-118.47827425,34.03283195,"(34.03283195, -118.47827425)"
802,18-21,180,-118.47744699,34.03350138,"(34.03350138, -118.47744699)"
820,18-72,89,-118.47603274,34.03220519,"(34.03220519, -118.47603274)"
821,18-91,360,-118.47743733,34.03063728,"(34.03063728, -118.47743733)"
822,18-82,180,-118.47769457,34.03070259,"(34.03070259, -118.47769457)"
823,18-85,180,-118.47856117,34.02999747,"(34.02999747, -118.47856117)"
824,18-105,0,-118.47514724,34.03249193,"(34.03249193, -118.47514724)"
825,18-103,0,-118.47591115,34.03188343,"(34.03188343, -118.47591115)"
826,18-100,0,-118.4764577,34.03143789,"(34.03143789, -118.47645770)"
827,18-97,90,-118.47621251,34.03057943,"(34.03057943, -118.47621251)"
828,18-122,90,-118.47560206,34.03094576,"(34.03094576, -118.47560206)"
829,18-86,270,-118.47875074,34.02951715,"(34.02951715, -118.47875074)"
830,18-125,270,-118.47809608,34.02895528,"(34.02895528, -118.47809608)"
831,18-129,360,-118.47588334,34.02929398,"(34.02929398, -118.47588334)"
832,18-135,0,-118.4749452,34.03004448,"(34.03004448, -118.47494520)"
833,18-135A,0,-118.47422819,34.03062643,"(34.03062643, -118.47422819)"
834,18-136,0,-118.47355796,34.03117041,"(34.03117041, -118.47355796)"
835,18-137,360,-118.47273187,34.03178369,"(34.03178369, -118.47273187)"
836,18-156,180,-118.47186973,34.03023852,"(34.03023852, -118.47186973)"
837,18-161,180,-118.47359957,34.02883571,"(34.02883571, -118.47359957)"
838,18-157,180,-118.47267796,34.02958623,"(34.02958623, -118.47267796)"
839,18-171,0,-118.4729006,34.02909639,"(34.02909639, -118.47290060)"
840,18-166,180,-118.47408782,34.02840717,"(34.02840717, -118.47408782)"
843,17-148,90,-118.4717864,34.02685386,"(34.02685386, -118.47178640)"
844,17-146,90,-118.47035413,34.02563693,"(34.02563693, -118.47035413)"
845,17-153,160,-118.47147166,34.02760986,"(34.02760986, -118.47147166)"
846,18-176,250,-118.47023954,34.02953306,"(34.02953306, -118.47023954)"
849,17-78,0,-118.46521311,34.02484249,"(34.02484249, -118.46521311)"
850,17-36,351,-118.46256138,34.02305193,"(34.02305193, -118.46256138)"
852,17-87,90,-118.46625084,34.02422215,"(34.02422215, -118.46625084)"
854,17-33,351,-118.46359457,34.02249815,"(34.02249815, -118.46359457)"
855,17-30,350,-118.46464795,34.02194226,"(34.02194226, -118.46464795)"
857,17-9,261,-118.46455567,34.02020472,"(34.02020472, -118.46455567)"
867,16-122,351,-118.46344003,34.01883596,"(34.01883596, -118.46344003)"
869,16-113,350,-118.46534315,34.01772776,"(34.01772776, -118.46534315)"
870,16-103,261,-118.46220694,34.01741186,"(34.01741186, -118.46220694)"
871,16-89,350,-118.46203331,34.01573787,"(34.01573787, -118.46203331)"
872,16-59,351,-118.46066091,34.01595048,"(34.01595048, -118.46066091)"
881,19-17,270,-118.48238518,34.04008263,"(34.04008263, -118.48238518)"
882,19-4,0,-118.482678,34.04218893,"(34.04218893, -118.48267800)"
883,19-6,0,-118.48176409,34.04293453,"(34.04293453, -118.48176409)"
884,19-2,270,-118.48129002,34.04075333,"(34.04075333, -118.48129002)"
885,19-7,270,-118.48031151,34.04148589,"(34.04148589, -118.48031151)"
886,21-14,0,-118.4808286,34.04369573,"(34.04369573, -118.48082860)"
887,21-12,270,-118.4794085,34.04225154,"(34.04225154, -118.47940850)"
890,21-17,89,-118.47973167,34.0443014,"(34.04430140, -118.47973167)"
891,21-20,90,-118.47824702,34.04303458,"(34.04303458, -118.47824702)"
892,21-46,292,-118.47793472,34.04382295,"(34.04382295, -118.47793472)"
896,21-45,270,-118.47655047,34.04280819,"(34.04280819, -118.47655047)"
897,21-21,90,-118.47701592,34.04198338,"(34.04198338, -118.47701592)"
898,21-25,90,-118.47588619,34.0410187,"(34.04101870, -118.47588619)"
899,21-10,180,-118.47798304,34.04100659,"(34.04100659, -118.47798304)"
900,19-12,180,-118.47985796,34.03949064,"(34.03949064, -118.47985796)"
901,19-13,180,-118.48061722,34.03886863,"(34.03886863, -118.48061722)"
902,19-9,180,-118.47875237,34.04038579,"(34.04038579, -118.47875237)"
903,19-160,0,-118.47900078,34.03723767,"(34.03723767, -118.47900078)"
904,19-161,270,-118.47813386,34.03805885,"(34.03805885, -118.47813386)"
905,19-183C,180,-118.4765433,34.03692716,"(34.03692716, -118.47654330)"
906,19-209,270,-118.47649909,34.0366167,"(34.03661670, -118.47649909)"
908,19-183A,180,-118.47583644,34.03750084,"(34.03750084, -118.47583644)"
909,21-6,270,-118.47632762,34.03962523,"(34.03962523, -118.47632762)"
911,21-1,180,-118.47483934,34.03831199,"(34.03831199, -118.47483934)"
914,19-208,270,-118.4773837,34.0358344,"(34.03583440, -118.47738370)"
915,18-12,270,-118.47582128,34.03451118,"(34.03451118, -118.47582128)"
916,18-8,270,-118.47512448,34.03548489,"(34.03548489, -118.47512448)"
918,19-210,0,-118.47569718,34.03726884,"(34.03726884, -118.47569718)"
920,18-1,180,-118.47410859,34.03621519,"(34.03621519, -118.47410859)"
921,22-24,90,-118.47309029,34.03705312,"(34.03705312, -118.47309029)"
922,21-3,270,-118.47463555,34.03813534,"(34.03813534, -118.47463555)"
923,22-24A,90,-118.47365331,34.03753485,"(34.03753485, -118.47365331)"
924,22-31,90,-118.47186642,34.03600939,"(34.03600939, -118.47186642)"
925,22-29,90,-118.47232322,34.03639896,"(34.03639896, -118.47232322)"
926,22-33,270,-118.47111992,34.0367486,"(34.03674860, -118.47111992)"
927,22-19,271,-118.47226451,34.0377257,"(34.03772570, -118.47226451)"
928,21-32,0,-118.47371241,34.03887045,"(34.03887045, -118.47371241)"
930,21-31,180,-118.47371219,34.03921705,"(34.03921705, -118.47371219)"
931,22-15,180,-118.47130942,34.03844157,"(34.03844157, -118.47130942)"
932,21-28,270,-118.47459578,34.03971601,"(34.03971601, -118.47459578)"
955,18-191,175,-118.46545935,34.03020913,"(34.03020913, -118.46545935)"
956,23-41B,180,-118.46470353,34.03079095,"(34.03079095, -118.46470353)"
957,18-186,90,-118.46707503,34.03124483,"(34.03124483, -118.46707503)"
958,18-184,90,-118.46773996,34.03181087,"(34.03181087, -118.46773996)"
959,18-188,102,-118.46616076,34.03065887,"(34.03065887, -118.46616076)"
960,18-183,90,-118.46857774,34.03252702,"(34.03252702, -118.46857774)"
961,18-181,0,-118.46841147,34.0309668,"(34.03096680, -118.46841147)"
962,18-180,360,-118.46931677,34.03022445,"(34.03022445, -118.46931677)"
963,22-125,180,-118.46834503,34.03305833,"(34.03305833, -118.46834503)"
964,18-145,270,-118.46959291,34.0320943,"(34.03209430, -118.46959291)"
965,18-147A,0,-118.46936627,34.03196479,"(34.03196479, -118.46936627)"
966,18-151,0,-118.47018852,34.03129749,"(34.03129749, -118.47018852)"
967,18-152A,0,-118.47088588,34.03076212,"(34.03076212, -118.47088588)"
968,18-153,270,-118.4713682,34.03069501,"(34.03069501, -118.47136820)"
969,18-140,0,-118.47186841,34.03254164,"(34.03254164, -118.47186841)"
970,18-143,0,-118.47100388,34.03324135,"(34.03324135, -118.47100388)"
971,22-74,0,-118.46994429,34.03410125,"(34.03410125, -118.46994429)"
972,22-76,0,-118.46899582,34.03487096,"(34.03487096, -118.46899582)"
973,22-79,0,-118.46805346,34.03562992,"(34.03562992, -118.46805346)"
974,18-149,270,-118.47113733,34.03196028,"(34.03196028, -118.47113733)"
975,22-97,0,-118.46883317,34.0332186,"(34.03321860, -118.46883317)"
976,22-122,270,-118.46758677,34.03372408,"(34.03372408, -118.46758677)"
977,22-119,180,-118.46663182,34.03444283,"(34.03444283, -118.46663182)"
978,23-41,180,-118.4639269,34.03141925,"(34.03141925, -118.46392690)"
979,18-67,270,-118.47449819,34.03337609,"(34.03337609, -118.47449819)"
981,18-115,180,-118.47206189,34.03438983,"(34.03438983, -118.47206189)"
982,22-52,0,-118.4709269,34.03518916,"(34.03518916, -118.47092690)"
983,22-54,180,-118.47015886,34.03593475,"(34.03593475, -118.47015886)"
990,23-54,153,-118.46331549,34.03029622,"(34.03029622, -118.46331549)"
994,23-88,329,-118.46023456,34.02815186,"(34.02815186, -118.46023456)"
995,23-85,329,-118.46128728,34.02793383,"(34.02793383, -118.46128728)"
996,23-135,255,-118.45930398,34.02650253,"(34.02650253, -118.45930398)"
997,23-144,257,-118.45876767,34.02575123,"(34.02575123, -118.45876767)"
998,23-132,166,-118.45949528,34.02590644,"(34.02590644, -118.45949528)"
999,23-101,329,-118.46095719,34.02707442,"(34.02707442, -118.46095719)"
1001,23-106,239,-118.46219983,34.02695165,"(34.02695165, -118.46219983)"
1002,23-128,180,-118.46109941,34.02616788,"(34.02616788, -118.46109941)"
1003,23-130,90,-118.46021963,34.02537371,"(34.02537371, -118.46021963)"
1004,23-155,261,-118.45739749,34.02569368,"(34.02569368, -118.45739749)"
1005,23-152,257,-118.45842137,34.02518728,"(34.02518728, -118.45842137)"
1006,23-149,258,-118.45942043,34.02465496,"(34.02465496, -118.45942043)"
1007,17-50,0,-118.46212991,34.02542777,"(34.02542777, -118.46212991)"
1008,23-98,239,-118.45993449,34.02747515,"(34.02747515, -118.45993449)"
1009,23-79,329,-118.46388945,34.02824473,"(34.02824473, -118.46388945)"
1033,24-24,168,-118.44993776,34.01401406,"(34.01401406, -118.44993776)"
1037,21-88,329,-118.4779415,34.04625118,"(34.04625118, -118.47794150)"
1038,21-86,281,-118.47621419,34.04531971,"(34.04531971, -118.47621419)"
1040,21-53,270,-118.47557913,34.04341104,"(34.04341104, -118.47557913)"
1042,21-41,180,-118.47498151,34.04171553,"(34.04171553, -118.47498151)"
1043,21-83,270,-118.4734427,34.0429936,"(34.04299360, -118.47344270)"
1044,21-84,270,-118.47454861,34.04395333,"(34.04395333, -118.47454861)"
1045,21-79,271,-118.47232098,34.04202782,"(34.04202782, -118.47232098)"
1046,21-78,180,-118.47134346,34.04114167,"(34.04114167, -118.47134346)"
1047,21-63,270,-118.47222983,34.04053867,"(34.04053867, -118.47222983)"
1048,21-64,90,-118.47303747,34.04142134,"(34.04142134, -118.47303747)"
1049,21-72,360,-118.47226586,34.04006818,"(34.04006818, -118.47226586)"
1050,21-36,0,-118.4727384,34.03966063,"(34.03966063, -118.47273840)"
1051,22-8A,90,-118.47092661,34.0399282,"(34.03992820, -118.47092661)"
1052,22-7,180,-118.47020409,34.03932866,"(34.03932866, -118.47020409)"
1053,22-12,270,-118.4706632,34.03878045,"(34.03878045, -118.47066320)"
1066,22-47,90,-118.46871213,34.0380277,"(34.03802770, -118.46871213)"
1067,22-65,0,-118.46807424,34.03749528,"(34.03749528, -118.46807424)"
1068,22-48,90,-118.46941462,34.03706072,"(34.03706072, -118.46941462)"
1069,22-116,90,-118.46556659,34.03534287,"(34.03534287, -118.46556659)"
1070,22-85,0,-118.46708798,34.03640763,"(34.03640763, -118.46708798)"
1071,23-1,0,-118.46423833,34.03552151,"(34.03552151, -118.46423833)"
1072,23-21,90,-118.46396604,34.03398605,"(34.03398605, -118.46396604)"
1073,23-34,90,-118.46243761,34.03267553,"(34.03267553, -118.46243761)"
1074,23-17,180,-118.46484776,34.0332448,"(34.03324480, -118.46484776)"
1075,23-22,269,-118.46360541,34.03423885,"(34.03423885, -118.46360541)"
1076,23-25,270,-118.46166558,34.0332963,"(34.03329630, -118.46166558)"
1077,23-36,180,-118.4631218,34.03207254,"(34.03207254, -118.46312180)"
1085,23-28,270,-118.46095989,34.03269321,"(34.03269321, -118.46095989)"
1086,23-45,240,-118.46094308,34.03111413,"(34.03111413, -118.46094308)"
1087,23-52,150,-118.46088884,34.03082505,"(34.03082505, -118.46088884)"
1088,23-157,351,-118.45622278,34.02632716,"(34.02632716, -118.45622278)"
1089,23-124,346,-118.45666059,34.02717256,"(34.02717256, -118.45666059)"
1090,23-117,289,-118.45513034,34.02892975,"(34.02892975, -118.45513034)"
1091,23-57,19,-118.45627277,34.02934197,"(34.02934197, -118.45627277)"
1092,23-59,90,-118.45698791,34.02904922,"(34.02904922, -118.45698791)"
1093,23-50,239,-118.45716008,34.02981151,"(34.02981151, -118.45716008)"
1094,23-64,329,-118.45868961,34.02930493,"(34.02930493, -118.45868961)"
1098,23-91,329,-118.45932507,34.02833205,"(34.02833205, -118.45932507)"
1099,23-47A,330,-118.45975728,34.03107155,"(34.03107155, -118.45975728)"
1100,23-48,329,-118.45768726,34.03145826,"(34.03145826, -118.45768726)"
1117,11-194,0,-118.49129798,34.03755104,"(34.03755104, -118.49129798)"
1118,18-126,0,-118.47727309,34.02816391,"(34.02816391, -118.47727309)"
1121,19-201A,270,-118.48136471,34.0325556,"(34.03255560, -118.48136471)"
1122,11-184,0,-118.49302405,34.03616816,"(34.03616816, -118.49302405)"
1123,11-189,4,-118.49212364,34.03690787,"(34.03690787, -118.49212364)"
1124,11-199,360,-118.490407,34.03828993,"(34.03828993, -118.49040700)"
1127,6-68,353,-118.47432508,34.00915917,"(34.00915917, -118.47432508)"
1128,6-199,263,-118.47093512,34.01100656,"(34.01100656, -118.47093512)"
1132,15-125,83,-118.46430322,34.01258245,"(34.01258245, -118.46430322)"
1134,16-13,254,-118.45935904,34.01208428,"(34.01208428, -118.45935904)"
1135,16-16,261,-118.45865355,34.01128186,"(34.01128186, -118.45865355)"
1148,11-15,180,-118.50113885,34.04217467,"(34.04217467, -118.50113885)"
1149,11-21,175,-118.50206202,34.04145095,"(34.04145095, -118.50206202)"
1150,11-13,178,-118.50028904,34.04283555,"(34.04283555, -118.50028904)"
1151,11-8,180,-118.49932344,34.04358755,"(34.04358755, -118.49932344)"
1152,11-3,180,-118.49771724,34.04485409,"(34.04485409, -118.49771724)"
1153,11-6,180,-118.49855997,34.04420367,"(34.04420367, -118.49855997)"
1154,20-31,180,-118.49683967,34.04554404,"(34.04554404, -118.49683967)"
1155,20-27,180,-118.49588134,34.04629204,"(34.04629204, -118.49588134)"
1162,6-9A,356,-118.47337623,34.00448475,"(34.00448475, -118.47337623)"
1167,17-4,258,-118.46261832,34.02137663,"(34.02137663, -118.46261832)"
1169,18-93,270,-118.47664709,34.03001026,"(34.03001026, -118.47664709)"
1172,15-10,262,-118.46797128,34.01071623,"(34.01071623, -118.46797128)"
1173,15-13,263,-118.46719951,34.00994645,"(34.00994645, -118.46719951)"
1179,15-26,81,-118.46505822,34.00685354,"(34.00685354, -118.46505822)"
1183,15-32,167,-118.46411402,34.00581495,"(34.00581495, -118.46411402)"
1202,16-7,263,-118.46072086,34.01370263,"(34.01370263, -118.46072086)"
1203,16-9,264,-118.46003617,34.01288978,"(34.01288978, -118.46003617)"
1204,15-23,160,-118.46594433,34.00793271,"(34.00793271, -118.46594433)"
1214,23-110,90,-118.45711901,34.02818701,"(34.02818701, -118.45711901)"
1215,23-112,180,-118.45712114,34.02801372,"(34.02801372, -118.45712114)"
1216,23-114,167,-118.45614421,34.0286069,"(34.02860690, -118.45614421)"
1217,23-162,351,-118.45513635,34.02687838,"(34.02687838, -118.45513635)"
1218,23-163,350,-118.45430214,34.02727652,"(34.02727652, -118.45430214)"
1219,23-168,261,-118.4529056,34.02782674,"(34.02782674, -118.45290560)"
1220,4-267,85,-118.48951044,34.00524908,"(34.00524908, -118.48951044)"
1223,16-4,258,-118.46140145,34.01451059,"(34.01451059, -118.46140145)"
1224,16-56,351,-118.46163955,34.01537778,"(34.01537778, -118.46163955)"
1225,5-30,356,-118.48511838,34.00130042,"(34.00130042, -118.48511838)"
1226,5-36,265,-118.48399958,34.00132013,"(34.00132013, -118.48399958)"
1228,1-4,284,-118.51433874,34.02538124,"(34.02538124, -118.51433874)"
1229,1-9,284,-118.51349235,34.02491895,"(34.02491895, -118.51349235)"
1231,1-37,101,-118.51475827,34.02775282,"(34.02775282, -118.51475827)"
1232,1-84,273,-118.51288175,34.0286436,"(34.02864360, -118.51288175)"
1233,1-36,190,-118.51370924,34.02635483,"(34.02635483, -118.51370924)"
1234,1-35,60,-118.51320832,34.02622592,"(34.02622592, -118.51320832)"
1235,1-83,183,-118.51239058,34.02815429,"(34.02815429, -118.51239058)"
1236,1-82,3,-118.51208119,34.02793561,"(34.02793561, -118.51208119)"
1237,1-94,6,-118.51091448,34.02899835,"(34.02899835, -118.51091448)"
1238,1-91,186,-118.51094469,34.02946137,"(34.02946137, -118.51094469)"
1239,1-133,3,-118.50940032,34.03037609,"(34.03037609, -118.50940032)"
1240,1-134,183,-118.50970833,34.0305847,"(34.03058470, -118.50970833)"
1241,1-131,3,-118.50853658,34.03013005,"(34.03013005, -118.50853658)"
1242,1-100,272,-118.50974847,34.02823417,"(34.02823417, -118.50974847)"
1243,1-48,281,-118.51187448,34.02599479,"(34.02599479, -118.51187448)"
1244,1-79B,1,-118.50992657,34.02672025,"(34.02672025, -118.50992657)"
1245,1-101A,1,-118.50885734,34.02763704,"(34.02763704, -118.50885734)"
1246,1-105,271,-118.5083833,34.02729494,"(34.02729494, -118.50838330)"
1247,1-103A,90,-118.50784253,34.02850685,"(34.02850685, -118.50784253)"
1248,1-130,90,-118.50690308,34.02931559,"(34.02931559, -118.50690308)"
1249,1-152,180,-118.5059935,34.03025678,"(34.03025678, -118.50599350)"
1250,1-156,360,-118.50518961,34.02990124,"(34.02990124, -118.50518961)"
1251,1-158,179,-118.5046682,34.02912816,"(34.02912816, -118.50466820)"
1252,1-129,270,-118.50632396,34.02762316,"(34.02762316, -118.50632396)"
1253,1-129B,270,-118.50550391,34.02829714,"(34.02829714, -118.50550391)"
1254,1-106A,360,-118.50746034,34.02667563,"(34.02667563, -118.50746034)"
1255,1-77B,90,-118.50683293,34.02527268,"(34.02527268, -118.50683293)"
